id,club_id,match_id,players_id,matchperiod,eventsec,eventname,action,modifier,x_begin,y_begin,x_end,y_end,is_success
2183344,59,985,257,2H,494.13481,Pass,High pass,,31,7,71.0,7.0,t
2183350,6,985,1673,2H,501.88130499999994,Duel,Ground defending duel,neutral,26,88,30.0,94.0,t
2183357,59,985,1314,2H,513.7802120000001,Duel,Ground defending duel,won,62,24,61.0,33.0,t
2183364,59,985,1460,2H,524.5522860000001,Pass,Simple pass,,60,68,43.0,51.0,t
2183368,59,985,257,2H,536.183247,Pass,Simple pass,,53,5,60.0,6.0,t
2183376,59,985,311,2H,560.5969049999999,Pass,Head pass,,76,63,70.0,78.0,t
2183385,6,985,2162,2H,596.3293880000001,Free Kick,Throw in,,57,0,64.0,16.0,t
2183393,6,985,2162,2H,629.8412480000002,Duel,Ground loose ball duel,won,15,26,11.0,31.0,t
2183400,6,985,1242,2H,661.226279,Duel,Ground loose ball duel,won,68,82,54.0,90.0,t
2183405,6,985,359,2H,672.324224,Pass,Simple pass,,74,83,93.0,93.0,t
2183414,59,985,2065,2H,721.7486189999998,Pass,Launch,,32,6,61.0,45.0,t
2183420,59,985,216,2H,733.8980900000001,Pass,Simple pass,,32,93,30.0,68.0,t
2183424,59,985,161,2H,743.1740060000003,Pass,Simple pass,,69,88,36.0,88.0,t
2183431,59,985,2065,2H,768.5925919999999,Duel,Ground attacking duel,won,31,5,30.0,4.0,t
2183438,6,985,3234,2H,806.7430840000003,Pass,Simple pass,interception,17,61,3.0,55.0,t
2183443,6,985,359,2H,815.8379070000002,Pass,Simple pass,,20,95,3.0,81.0,t
2183454,59,985,1460,2H,891.5672939999998,Duel,Air duel,won,43,68,66.0,47.0,t
2183458,6,985,2162,2H,902.458997,Others on the ball,Acceleration,,30,1,70.0,4.0,t
2183465,6,985,3234,2H,1011.438456,Pass,Simple pass,,23,8,30.0,55.0,t
2183473,6,985,3234,2H,1067.405968,Duel,Air duel,won,23,28,23.0,33.0,t
2183482,6,985,282,2H,1142.019518,Pass,Simple pass,,69,11,69.0,2.0,t
2183487,59,985,2065,2H,1157.417413,Pass,Simple pass,,36,6,41.0,7.0,t
2183492,6,985,3234,2H,1167.417149,Duel,Air duel,won,29,50,28.0,20.0,t
2183498,59,985,257,2H,1179.775181,Pass,Simple pass,,73,25,80.0,37.0,t
2183503,6,985,282,2H,1185.395232,Duel,Ground loose ball duel,won,33,31,36.0,31.0,t
2183509,59,985,216,2H,1194.0057100000004,Pass,Simple pass,,37,83,65.0,97.0,t
2183518,59,985,71,2H,1306.1474630000002,Duel,Ground defending duel,won,7,91,9.0,91.0,t
2183527,6,985,442,2H,1317.8300579999996,Pass,Head pass,interception,75,38,88.0,16.0,t
2183535,6,985,442,2H,1348.529732,Pass,Simple pass,,78,21,75.0,57.0,t
2183548,6,985,282,2H,1390.5302629999996,Pass,Simple pass,interception,38,73,39.0,84.0,t
2183553,6,985,442,2H,1399.413668,Pass,Simple pass,,42,49,48.0,5.0,t
2183562,6,985,2162,2H,1434.0323079999998,Pass,Cross,high,93,7,86.0,62.0,t
2183570,59,985,1314,2H,1485.879597,Pass,Simple pass,,61,24,63.0,15.0,t
2183576,6,985,442,2H,1494.2393519999996,Pass,Simple pass,,26,80,24.0,41.0,t
2183585,6,985,442,2H,1564.5451890000004,Pass,Simple pass,,41,86,62.0,99.0,t
2183589,6,985,3217,2H,1578.339059,Others on the ball,Acceleration,,73,10,86.0,11.0,t
2183594,59,985,161,2H,1591.266834,Duel,Ground attacking duel,neutral,71,96,64.0,100.0,t
2183599,59,985,304,2H,1621.009623,Pass,Simple pass,,32,52,31.0,22.0,t
2183604,6,985,1673,2H,1633.781696,Pass,Simple pass,,25,89,30.0,45.0,t
2183609,59,985,304,2H,1653.2849619999995,Duel,Ground defending duel,neutral,8,25,12.0,28.0,t
2183617,6,985,282,2H,1694.7927879999995,Pass,Simple pass,,36,43,39.0,80.0,t
2183621,6,985,3234,2H,1705.242757,Pass,Simple pass,,35,43,45.0,26.0,t
2183625,6,985,2215,2H,1716.8374290000002,Pass,Simple pass,,67,84,45.0,84.0,t
2183630,6,985,2162,2H,1729.0012770000003,Pass,Cross,high,83,4,91.0,49.0,t
2183642,6,985,3217,2H,1835.335012,Duel,Ground attacking duel,won,94,10,99.0,7.0,t
2183656,6,985,150,2H,1906.138144,Pass,Launch,,6,59,57.0,64.0,t
2183665,59,985,1314,2H,1960.796959,Free Kick,Free kick cross,high,57,17,94.0,76.0,t
2183678,6,985,3217,2H,1973.336695,Pass,High pass,,13,25,40.0,2.0,t
2183687,6,985,442,2H,2062.177924,Duel,Air duel,won,22,26,33.0,16.0,t
2183693,59,985,304,2H,2071.602683,Duel,Ground loose ball duel,won,35,70,37.0,63.0,t
2183700,6,985,3217,2H,2102.54846,Pass,Simple pass,,73,12,67.0,25.0,t
2183706,59,985,1460,2H,2114.561807,Duel,Ground attacking duel,won,22,32,25.0,37.0,t
2183712,59,985,1460,2H,2119.724582,Duel,Ground loose ball duel,won,20,64,27.0,83.0,t
2183720,59,985,161,2H,2163.125967,Pass,Simple pass,,94,87,75.0,92.0,t
2183724,59,985,2065,2H,2176.021518,Pass,Simple pass,,61,6,37.0,24.0,t
2183732,59,985,2065,2H,2209.5229820000004,Duel,Air duel,won,22,7,23.0,0.0,t
2183738,59,985,304,2H,2296.339049,Duel,Ground defending duel,won,13,37,14.0,38.0,t
2183744,59,985,2065,2H,2312.099184,Pass,Head pass,,24,9,25.0,17.0,t
2183749,6,985,282,2H,2318.2325790000004,Pass,Simple pass,,69,59,59.0,69.0,t
2183754,6,985,2215,2H,2334.681938,Pass,Simple pass,,71,81,46.0,60.0,t
2183760,6,985,282,2H,2356.3743430000004,Pass,Simple pass,,71,47,79.0,38.0,t
2183765,59,985,1314,2H,2362.938273,Pass,High pass,,24,70,75.0,91.0,t
2183771,59,985,71,2H,2434.116876,Free Kick,Throw in,,89,100,94.0,92.0,t
2183778,6,985,3234,2H,2461.976094,Free Kick,Free Kick,,27,16,30.0,66.0,t
2183782,6,985,442,2H,2475.353763,Pass,Simple pass,,62,89,77.0,98.0,t
2183790,6,985,282,2H,2498.567969,Pass,Simple pass,,65,42,56.0,28.0,t
2183795,6,985,282,2H,2511.924263,Pass,Smart pass,through,71,73,93.0,75.0,t
2183802,59,985,304,2H,2521.430651,Duel,Air duel,won,10,57,14.0,68.0,t
2183812,6,985,2162,2H,2560.307285,Duel,Ground loose ball duel,neutral,27,6,33.0,0.0,t
2183818,6,985,2215,2H,2591.555061,Pass,Simple pass,,71,89,79.0,96.0,t
2183822,6,985,282,2H,2599.4692940000004,Pass,Simple pass,,62,54,58.0,67.0,t
2183834,6,985,359,2H,2701.14177,Free Kick,Free Kick,,59,86,71.0,70.0,t
2183842,59,985,3235,2H,2744.884276,Duel,Ground attacking duel,neutral,97,3,93.0,0.0,t
2183848,6,985,2215,2H,2756.601554,Duel,Ground defending duel,neutral,12,96,14.0,96.0,t
2183856,59,985,1460,2H,2826.028303,Free Kick,Free Kick,,93,11,95.0,3.0,t
2183863,59,985,304,2H,2844.057766,Pass,Head pass,,29,47,28.0,20.0,t
2183868,6,985,2215,2H,2850.7221790000003,Pass,Simple pass,,67,99,36.0,74.0,t
2183872,6,985,3217,2H,2863.832401,Others on the ball,Acceleration,,80,5,90.0,6.0,t
2182591,59,985,1314,1H,3.0025070000000085,Pass,Simple pass,,44,51,36.0,21.0,t
2182595,59,985,403,1H,17.83280400000001,Pass,Simple pass,,24,54,29.0,11.0,t
2182601,59,985,1314,1H,24.907565000000005,Pass,Simple pass,,43,29,34.0,85.0,t
2182605,59,985,257,1H,36.98940400000001,Pass,High pass,,37,14,79.0,87.0,t
2182613,6,985,442,1H,52.21159299999999,Pass,Head pass,,20,36,29.0,21.0,t
2182620,6,985,442,1H,64.841794,Pass,Simple pass,,46,46,68.0,5.0,t
2182625,6,985,378,1H,82.41678300000001,Pass,Simple pass,,89,6,91.0,6.0,t
2182633,6,985,282,1H,157.937612,Duel,Ground attacking duel,neutral,86,4,100.0,0.0,t
2182640,6,985,2162,1H,196.118693,Pass,Simple pass,,62,46,77.0,87.0,t
2182650,59,985,2065,1H,268.437772,Pass,Cross,high,83,10,91.0,54.0,t
2182656,59,985,2065,1H,372.062992,Duel,Air duel,neutral,66,13,69.0,11.0,t
2182660,59,985,1739,1H,381.004081,Pass,Launch,,22,35,69.0,28.0,t
2182669,59,985,161,1H,423.183527,Duel,Ground attacking duel,won,74,82,72.0,78.0,t
2182677,6,985,1673,1H,432.280864,Pass,Simple pass,,21,60,27.0,90.0,t
2182684,59,985,216,1H,494.2784850000001,Duel,Air duel,won,12,65,12.0,86.0,t
2182691,59,985,71,1H,508.385936,Pass,Simple pass,interception,20,91,27.0,88.0,t
2182698,6,985,2162,1H,520.554132,Free Kick,Throw in,,66,0,46.0,28.0,t
2182702,6,985,442,1H,531.211524,Duel,Ground attacking duel,won,61,54,61.0,53.0,t
2182712,59,985,2065,1H,575.844425,Free Kick,Throw in,,8,0,14.0,14.0,t
2182718,6,985,3234,1H,588.388676,Pass,Simple pass,interception,23,41,9.0,42.0,t
2182724,6,985,359,1H,603.862191,Duel,Ground attacking duel,won,54,97,58.0,80.0,t
2182733,6,985,2162,1H,632.291957,Pass,Simple pass,,71,2,33.0,18.0,t
2182738,59,985,257,1H,649.376222,Duel,Air duel,won,28,35,25.0,48.0,t
2182744,6,985,442,1H,664.631935,Pass,Simple pass,,67,77,76.0,96.0,t
2182751,6,985,1242,1H,686.870628,Duel,Ground attacking duel,won,95,89,97.0,86.0,t
2182759,59,985,2065,1H,727.28575,Duel,Air duel,won,24,37,34.0,40.0,t
2182764,6,985,3234,1H,746.918186,Pass,Simple pass,,24,39,20.0,60.0,t
2182779,6,985,359,1H,831.7684939999998,Free Kick,Throw in,,75,100,84.0,82.0,t
2182787,6,985,2162,1H,901.312768,Duel,Ground loose ball duel,neutral,95,88,100.0,100.0,t
2182796,59,985,257,1H,963.598646,Pass,High pass,,52,42,70.0,98.0,t
2182807,6,985,2162,1H,997.1464810000001,Free Kick,Throw in,,49,0,51.0,7.0,t
2182813,59,985,257,1H,1027.706125,Pass,High pass,,32,15,63.0,92.0,t
2182820,59,985,1314,1H,1040.818929,Pass,High pass,,48,80,63.0,38.0,t
2182824,59,985,1460,1H,1050.521904,Pass,Simple pass,,58,32,65.0,22.0,t
2182828,59,985,216,1H,1059.529805,Pass,Simple pass,,55,86,74.0,82.0,t
2182832,59,985,403,1H,1069.296131,Pass,Simple pass,,35,65,31.0,13.0,t
2182842,59,985,216,1H,1122.995619,Pass,Simple pass,,33,75,60.0,94.0,t
2182852,6,985,2162,1H,1200.03282,Free Kick,Throw in,,30,0,19.0,24.0,t
2182857,6,985,359,1H,1209.623047,Pass,Simple pass,interception,44,81,43.0,72.0,t
2182867,59,985,1460,1H,1265.023513,Duel,Ground attacking duel,won,63,60,63.0,59.0,t
2182879,6,985,282,1H,1374.220285,Duel,Ground defending duel,neutral,33,4,33.0,8.0,t
2182888,6,985,282,1H,1390.910439,Free Kick,Throw in,,87,0,82.0,10.0,t
2182892,6,985,3234,1H,1400.242297,Pass,Simple pass,,56,13,52.0,66.0,t
2182897,59,985,2065,1H,1408.966974,Pass,Head pass,,22,5,24.0,10.0,t
2182904,6,985,442,1H,1449.297801,Duel,Ground loose ball duel,won,34,57,31.0,59.0,t
2182914,59,985,403,1H,1484.091354,Duel,Air duel,neutral,38,75,34.0,97.0,t
2182920,6,985,442,1H,1508.704778,Pass,Simple pass,,60,36,53.0,62.0,t
2182926,6,985,359,1H,1533.587879,Free Kick,Throw in,,85,100,94.0,91.0,t
2182932,6,985,1242,1H,1539.517734,Pass,Cross,Right,98,74,87.0,6.0,t
2182941,6,985,2162,1H,1603.790093,Pass,Simple pass,,60,3,70.0,2.0,t
2182956,59,985,2065,1H,1665.095029,Free Kick,Throw in,,58,0,38.0,15.0,t
2182960,59,985,403,1H,1673.830466,Pass,Simple pass,,25,48,31.0,18.0,t
2182964,59,985,1739,1H,1689.414696,Pass,High pass,,6,50,33.0,13.0,t
2182971,6,985,1242,1H,1704.530826,Duel,Ground attacking duel,won,78,79,81.0,81.0,t
2182982,59,985,71,1H,1725.170003,Free Kick,Throw in,,56,100,47.0,77.0,t
2182987,6,985,1673,1H,1741.778832,Pass,Simple pass,,18,86,30.0,94.0,t
2182991,6,985,2162,1H,1755.706515,Pass,Cross,Left,77,4,93.0,37.0,t
2183000,59,985,1460,1H,1794.938478,Pass,Head pass,interception,8,59,19.0,81.0,t
2183004,6,985,1242,1H,1804.655482,Duel,Ground loose ball duel,neutral,32,2,28.0,0.0,t
2183011,59,985,389,1H,1840.794557,Pass,Simple pass,,64,48,52.0,53.0,t
2183015,59,985,1460,1H,1847.776933,Pass,Simple pass,,55,56,62.0,44.0,t
2183020,6,985,287,1H,1866.982389,Pass,Simple pass,,63,36,65.0,21.0,t
2183027,59,985,161,1H,1875.259186,Duel,Ground attacking duel,won,60,87,60.0,89.0,t
2183038,6,985,1673,1H,1974.013914,Pass,Simple pass,,28,62,32.0,94.0,t
2183047,6,985,442,1H,2033.723839,Pass,Simple pass,,78,9,90.0,2.0,t
2183055,6,985,1839,1H,2076.787833,Duel,Ground defending duel,won,21,12,15.0,14.0,t
2183062,59,985,1460,1H,2084.561227,Duel,Ground attacking duel,won,56,55,57.0,54.0,t
2183068,6,985,1673,1H,2153.643637,Pass,Head pass,,14,64,31.0,52.0,t
2183074,59,985,1460,1H,2182.940305,Pass,Simple pass,,37,29,25.0,50.0,t
2183078,59,985,71,1H,2190.224144,Duel,Ground attacking duel,neutral,42,96,35.0,95.0,t
2183085,59,985,1460,1H,2205.965274,Pass,Simple pass,,27,38,31.0,14.0,t
2183091,6,985,2162,1H,2230.364552,Free Kick,Throw in,,56,0,40.0,19.0,t
2183099,6,985,2162,1H,2271.617638,Duel,Ground loose ball duel,neutral,28,3,32.0,0.0,t
2183104,59,985,403,1H,2289.675193,Pass,Simple pass,,55,52,72.0,12.0,t
2183108,59,985,257,1H,2300.768582,Pass,Simple pass,,45,26,40.0,54.0,t
2183117,6,985,442,1H,2321.558779,Pass,Simple pass,,40,24,53.0,4.0,t
2183124,6,985,442,1H,2335.315392,Pass,Simple pass,,56,8,34.0,19.0,t
2183128,6,985,1839,1H,2347.279546,Pass,High pass,,57,86,87.0,35.0,t
2183137,59,985,1460,1H,2389.225724,Duel,Ground defending duel,won,47,65,32.0,68.0,t
2183145,6,985,442,1H,2401.824415,Pass,Simple pass,interception,32,43,26.0,37.0,t
2183149,6,985,1673,1H,2414.954637,Pass,Simple pass,,24,67,52.0,98.0,t
2183155,59,985,2065,1H,2426.623248,Pass,High pass,,12,27,43.0,30.0,t
2183164,6,985,359,1H,2492.92584,Free Kick,Free Kick,,34,88,27.0,71.0,t
2183168,6,985,3234,1H,2507.116151,Pass,High pass,,29,24,74.0,87.0,t
2183175,59,985,2065,1H,2532.246819,Free Kick,Throw in,,25,0,26.0,14.0,t
2183181,6,985,378,1H,2546.272106,Duel,Ground attacking duel,won,97,66,99.0,67.0,t
2183188,59,985,403,1H,2583.254998,Pass,Simple pass,,29,46,24.0,10.0,t
2183194,59,985,161,1H,2596.656104,Pass,Simple pass,,54,58,71.0,98.0,t
2183201,59,985,257,1H,2633.713346,Duel,Ground loose ball duel,won,34,37,36.0,35.0,t
2183212,6,985,378,2H,2.847278000000188,Pass,Simple pass,,49,50,35.0,53.0,t
2183218,59,985,161,2H,11.545763999999965,Duel,Ground loose ball duel,won,42,69,28.0,85.0,t
2183223,6,985,287,2H,32.06118199999992,Pass,Simple pass,,77,28,65.0,30.0,t
2183228,59,985,1314,2H,45.34258,Duel,Ground defending duel,won,23,6,17.0,4.0,t
2183235,59,985,2065,2H,64.90294499999982,Free Kick,Throw in,,11,0,10.0,8.0,t
2183242,59,985,403,2H,72.80789199999981,Pass,Launch,,7,35,18.0,15.0,t
2183249,59,985,1739,2H,117.68886500000008,Free Kick,Free Kick,,17,7,63.0,26.0,t
2183257,59,985,71,2H,127.06208400000014,Pass,Simple pass,,61,70,79.0,91.0,t
2183265,6,985,442,2H,150.2891709999999,Pass,Simple pass,interception,55,25,51.0,7.0,t
2183272,6,985,287,2H,162.34806799999978,Duel,Ground attacking duel,won,73,9,76.0,21.0,t
2183281,6,985,3234,2H,196.74003600000012,Duel,Ground defending duel,won,26,30,31.0,35.0,t
2183287,6,985,1242,2H,215.5831189999999,Pass,Simple pass,,55,96,49.0,97.0,t
2183294,59,985,389,2H,227.59253900000024,Pass,Simple pass,,72,8,63.0,8.0,t
2183298,59,985,1739,2H,241.54928999999996,Pass,Launch,,14,34,62.0,13.0,t
2183307,6,985,2162,2H,281.13328700000005,Free Kick,Throw in,,72,0,74.0,14.0,t
2183315,59,985,216,2H,308.3933360000001,Duel,Ground loose ball duel,won,44,72,39.0,67.0,t
2183324,59,985,161,2H,397.98160599999983,Duel,Ground attacking duel,won,92,63,92.0,67.0,t
2183335,59,985,71,2H,450.062946,Free Kick,Throw in,,25,100,7.0,91.0,t
2183342,59,985,389,2H,487.8520899999999,Pass,Head pass,,63,37,42.0,9.0,t
2183348,59,985,2065,2H,500.53195700000015,Pass,Simple pass,,70,6,68.0,4.0,t
2183352,6,985,359,2H,502.890825,Duel,Ground loose ball duel,won,30,94,27.0,95.0,t
2183360,59,985,1314,2H,515.6937480000001,Pass,Simple pass,,64,43,73.0,54.0,t
2183366,59,985,257,2H,531.385225,Pass,Simple pass,,53,13,70.0,2.0,t
2183374,59,985,311,2H,559.3009659999998,Duel,Ground attacking duel,neutral,79,59,76.0,63.0,t
2183380,6,985,2162,2H,579.9686769999998,Free Kick,Throw in,,31,0,34.0,10.0,t
2183388,59,985,161,2H,600.1505980000002,Duel,Ground attacking duel,won,40,91,42.0,95.0,t
2183396,6,985,287,2H,653.323985,Duel,Air duel,won,76,9,78.0,27.0,t
2183403,6,985,442,2H,665.0628280000001,Pass,Simple pass,,48,63,49.0,83.0,t
2183409,59,985,2065,2H,679.761062,Duel,Ground attacking duel,won,4,19,4.0,16.0,t
2183417,6,985,282,2H,727.0843500000002,Pass,Simple pass,,46,44,47.0,37.0,t
2183422,59,985,389,2H,738.6926050000003,Pass,Simple pass,,50,46,45.0,55.0,t
2183426,59,985,1739,2H,750.3834240000001,Pass,Simple pass,,14,44,26.0,7.0,t
2183434,59,985,1739,2H,798.0224290000001,Pass,Launch,,20,35,63.0,23.0,t
2183440,6,985,1242,2H,811.5651210000002,Duel,Air duel,neutral,37,90,31.0,96.0,t
2183451,59,985,161,2H,887.3721529999998,Duel,Air duel,won,64,63,61.0,55.0,t
2183456,6,985,150,2H,897.9625190000002,Pass,Simple pass,,10,56,32.0,14.0,t
2183460,6,985,282,2H,908.992045,Pass,Simple pass,,79,2,93.0,2.0,t
2183469,59,985,1739,2H,1062.468829,Free Kick,Free Kick,,24,19,69.0,83.0,t
2183476,6,985,3234,2H,1109.477914,Pass,Simple pass,,25,23,31.0,80.0,t
2183484,6,985,3234,2H,1148.8415429999995,Pass,Simple pass,,39,14,39.0,64.0,t
2183489,59,985,2065,2H,1161.0868039999996,Pass,Simple pass,,27,6,27.0,10.0,t
2183495,59,985,1314,2H,1177.418581,Duel,Ground attacking duel,won,65,67,67.0,64.0,t
2183500,6,985,1673,2H,1181.0172309999998,Duel,Ground loose ball duel,won,18,50,13.0,48.0,t
2183507,59,985,1460,2H,1189.2624210000004,Pass,Simple pass,,54,50,37.0,73.0,t
2183515,6,985,150,2H,1294.367142,Pass,Launch,,15,52,77.0,24.0,t
2183523,6,985,2162,2H,1310.49604,Pass,Head pass,,72,4,79.0,4.0,t
2183533,6,985,2162,2H,1343.0040929999996,Free Kick,Throw in,,93,0,89.0,18.0,t
2183545,59,985,1460,2H,1386.7508939999998,Pass,Simple pass,,55,29,55.0,10.0,t
2183550,6,985,442,2H,1391.619071,Duel,Ground attacking duel,neutral,39,84,35.0,96.0,t
2183557,6,985,3217,2H,1408.4661070000002,Duel,Ground attacking duel,won,89,10,99.0,8.0,t
2183566,59,985,1739,2H,1479.8645159999996,Free Kick,Free Kick,,13,27,65.0,10.0,t
2183573,59,985,257,2H,1489.6561819999995,Pass,Simple pass,,73,9,74.0,6.0,t
2183580,59,985,1739,2H,1540.4846289999996,Free Kick,Free Kick,,28,74,73.0,83.0,t
2183587,6,985,442,2H,1572.985928,Pass,Simple pass,,55,87,48.0,28.0,t
2183592,59,985,257,2H,1585.8355380000005,Pass,Simple pass,,26,52,28.0,83.0,t
2183597,59,985,71,2H,1615.919022,Free Kick,Throw in,,64,100,36.0,86.0,t
2183602,6,985,1673,2H,1631.5140220000003,Duel,Ground attacking duel,neutral,29,94,25.0,89.0,t
2183607,6,985,359,2H,1645.788211,Pass,Simple pass,,63,96,59.0,78.0,t
2183611,6,985,287,2H,1654.888371,Pass,Simple pass,keyPass,88,72,78.0,51.0,t
2183619,6,985,282,2H,1700.8671299999996,Pass,Simple pass,,40,63,31.0,60.0,t
2183623,6,985,3234,2H,1712.6557949999997,Pass,Simple pass,,33,38,40.0,77.0,t
2183628,6,985,442,2H,1724.5800360000003,Pass,Simple pass,,55,34,61.0,10.0,t
2183635,6,985,378,2H,1798.4161400000005,Duel,Ground attacking duel,won,55,33,59.0,34.0,t
2183651,6,985,359,2H,1865.09032,Pass,Simple pass,,79,14,90.0,15.0,t
2183660,59,985,403,2H,1908.628314,Duel,Air duel,won,43,31,67.0,33.0,t
2183670,59,985,1460,2H,1966.41046,Duel,Ground attacking duel,won,94,69,95.0,70.0,t
2183684,59,985,71,2H,2053.757243,Free Kick,Throw in,,65,96,37.0,57.0,t
2183690,6,985,3234,2H,2066.581354,Duel,Ground loose ball duel,won,22,34,18.0,32.0,t
2183698,6,985,3234,2H,2095.425481,Free Kick,Free Kick,,37,11,80.0,22.0,t
2183702,6,985,1673,2H,2107.850598,Pass,Simple pass,,56,66,75.0,96.0,t
2183709,6,985,287,2H,2118.596801,Duel,Ground loose ball duel,neutral,81,42,80.0,36.0,t
2183716,59,985,1739,2H,2153.957612,Free Kick,Free Kick,,24,78,82.0,47.0,t
2183722,59,985,1460,2H,2169.640486,Pass,Simple pass,,71,81,44.0,24.0,t
2183726,6,985,3234,2H,2179.405559,Duel,Ground loose ball duel,won,29,73,32.0,79.0,t
2183735,6,985,282,2H,2294.384974,Duel,Ground attacking duel,won,79,77,81.0,69.0,t
2183742,6,985,287,2H,2310.601306,Duel,Air duel,neutral,75,77,76.0,91.0,t
2183747,59,985,1314,2H,2314.471202,Duel,Air duel,won,32,27,35.0,21.0,t
2183752,6,985,1673,2H,2327.019084,Pass,Simple pass,,54,59,60.0,84.0,t
2183756,6,985,3234,2H,2344.310582,Pass,Simple pass,,45,38,60.0,67.0,t
2183762,6,985,282,2H,2358.258263,Pass,Smart pass,,76,50,88.0,44.0,t
2183768,59,985,161,2H,2371.479552,Duel,Ground attacking duel,neutral,78,91,89.0,100.0,t
2183774,6,985,3217,2H,2438.497213,Pass,Simple pass,,8,2,21.0,9.0,t
2183780,6,985,359,2H,2469.880531,Pass,Simple pass,,43,81,45.0,58.0,t
2183785,59,985,403,2H,2482.132738,Duel,Ground defending duel,won,14,20,12.0,13.0,t
2183793,6,985,442,2H,2506.08882,Pass,Simple pass,,67,74,77.0,92.0,t
2183797,6,985,3217,2H,2515.465112,Duel,Ground attacking duel,neutral,91,50,79.0,39.0,t
2183805,59,985,71,2H,2524.316497,Duel,Ground loose ball duel,neutral,3,73,0.0,0.0,t
2183816,6,985,359,2H,2583.9014180000004,Pass,Simple pass,,55,98,59.0,79.0,t
2183820,6,985,2215,2H,2594.806473,Pass,Simple pass,,64,92,57.0,73.0,t
2183828,6,985,3234,2H,2640.942451,Pass,Head pass,,37,83,59.0,83.0,t
2183838,6,985,359,2H,2737.387016,Duel,Air duel,won,33,92,36.0,90.0,t
2183845,6,985,359,2H,2752.831061,Free Kick,Throw in,,7,100,18.0,95.0,t
2183850,59,985,2065,2H,2757.144716,Duel,Ground attacking duel,neutral,86,4,85.0,0.0,t
2183860,6,985,282,2H,2833.733472,Pass,Simple pass,interception,11,74,15.0,30.0,t
2183866,59,985,2065,2H,2847.973666,Duel,Ground defending duel,neutral,30,14,33.0,1.0,t
2183870,6,985,1673,2H,2859.794949,Pass,Simple pass,,41,25,64.0,5.0,t
2183875,59,985,71,2H,2868.992655,Duel,Ground defending duel,won,10,94,2.0,33.0,t
2182590,59,985,311,1H,2.1288560000000127,Pass,Simple pass,,50,51,44.0,51.0,t
2182594,59,985,216,1H,14.070343000000008,Pass,Simple pass,,31,85,24.0,54.0,t
2182600,59,985,1460,1H,24.068216000000007,Pass,Simple pass,,43,51,43.0,29.0,t
2182604,59,985,403,1H,32.312443,Pass,Simple pass,,30,55,37.0,14.0,t
2182609,59,985,161,1H,45.893783000000006,Duel,Ground defending duel,neutral,96,73,98.0,69.0,t
2182619,6,985,287,1H,62.68374,Pass,Simple pass,,54,61,46.0,46.0,t
2182623,6,985,282,1H,75.066058,Pass,Smart pass,through,67,4,98.0,21.0,t
2182632,6,985,378,1H,156.48927300000005,Pass,Simple pass,,99,4,86.0,4.0,t
2182637,6,985,378,1H,189.006054,Pass,Simple pass,,96,26,87.0,7.0,t
2182648,6,985,3234,1H,266.269436,Duel,Air duel,won,16,78,17.0,90.0,t
2182655,6,985,1242,1H,371.990475,Duel,Air duel,neutral,34,87,31.0,89.0,t
2182659,59,985,403,1H,380.284883,Pass,Simple pass,,29,40,22.0,35.0,t
2182667,59,985,311,1H,421.103174,Duel,Air duel,won,67,87,77.0,88.0,t
2182674,6,985,282,1H,427.5680650000001,Pass,Simple pass,,40,26,56.0,31.0,t
2182682,6,985,359,1H,489.2344900000001,Free Kick,Free kick cross,high,64,97,88.0,35.0,t
2182688,6,985,442,1H,504.934298,Duel,Ground attacking duel,won,78,5,80.0,4.0,t
2182696,59,985,1314,1H,513.254023,Duel,Ground defending duel,neutral,30,98,34.0,100.0,t
2182701,6,985,1242,1H,529.461539,Pass,Simple pass,,68,48,61.0,54.0,t
2182707,6,985,359,1H,549.436424,Duel,Ground attacking duel,won,88,94,82.0,96.0,t
2182716,59,985,161,1H,583.935726,Pass,Simple pass,,59,41,60.0,31.0,t
2182722,6,985,359,1H,601.779168,Duel,Ground loose ball duel,won,58,89,54.0,97.0,t
2182732,6,985,2162,1H,629.342267,Free Kick,Throw in,,68,0,71.0,2.0,t
2182736,6,985,3234,1H,646.09847,Pass,High pass,,27,28,72.0,65.0,t
2182743,6,985,287,1H,661.340963,Pass,Simple pass,,75,95,67.0,77.0,t
2182749,6,985,1242,1H,685.268917,Duel,Ground attacking duel,won,91,86,95.0,89.0,t
2182757,59,985,1460,1H,724.971452,Duel,Air duel,won,10,31,24.0,37.0,t
2182763,6,985,150,1H,743.740037,Pass,Simple pass,,21,53,24.0,39.0,t
2182772,59,985,1314,1H,762.5581039999998,Duel,Ground attacking duel,won,68,98,65.0,97.0,t
2182786,6,985,1673,1H,898.3455169999999,Pass,High pass,,55,73,95.0,88.0,t
2182792,59,985,1314,1H,930.432312,Pass,Simple pass,,28,33,27.0,68.0,t
2182803,6,985,2162,1H,980.281562,Free Kick,Throw in,,25,0,12.0,3.0,t
2182812,59,985,403,1H,1022.500541,Pass,Simple pass,,26,52,32.0,15.0,t
2182819,59,985,216,1H,1039.018308,Pass,Simple pass,,26,82,48.0,80.0,t
2182823,59,985,389,1H,1049.304162,Pass,Simple pass,,66,21,58.0,32.0,t
2182827,59,985,389,1H,1054.982883,Pass,High pass,,62,19,55.0,86.0,t
2182831,59,985,216,1H,1066.070468,Pass,Simple pass,,60,91,35.0,65.0,t
2182838,6,985,287,1H,1083.816169,Duel,Ground attacking duel,won,89,29,92.0,39.0,t
