id,club_id,match_id,players_id,matchperiod,eventsec,eventname,action,modifier,x_begin,y_begin,x_end,y_end,is_success
2183641,6,985,2162,2H,1830.9480080000003,Free Kick,Throw in,,89,0,94.0,10.0,t
2183655,6,985,1673,2H,1903.5856350000004,Pass,Simple pass,,10,94,6.0,59.0,t
2183662,59,985,1460,2H,1915.699541,Duel,Ground attacking duel,won,54,29,53.0,30.0,t
2183674,59,985,257,2H,1969.600654,Pass,Simple pass,,75,57,72.0,32.0,t
2183686,6,985,2162,2H,2060.210789,Pass,Head pass,,15,22,22.0,26.0,t
2183692,6,985,1673,2H,2068.188165,Pass,High pass,,18,32,65.0,30.0,t
2183699,6,985,378,2H,2097.764893,Pass,Head pass,,80,22,73.0,12.0,t
2183703,6,985,359,2H,2111.047507,Pass,Simple pass,,75,96,78.0,77.0,t
2183710,59,985,216,2H,2118.781743,Duel,Ground loose ball duel,neutral,19,58,20.0,64.0,t
2183717,6,985,1673,2H,2156.5031900000004,Duel,Ground loose ball duel,won,18,53,17.0,42.0,t
2183723,59,985,403,2H,2173.0433030000004,Pass,Simple pass,,44,24,61.0,6.0,t
2183730,6,985,3234,2H,2206.769063,Pass,High pass,,36,49,78.0,93.0,t
2183737,6,985,282,2H,2295.464172,Pass,Simple pass,,81,69,87.0,63.0,t
2183743,59,985,257,2H,2311.033329,Duel,Air duel,neutral,25,23,24.0,9.0,t
2183748,6,985,2215,2H,2316.534197,Pass,Simple pass,,65,79,69.0,59.0,t
2183753,6,985,442,2H,2328.5355740000005,Pass,Simple pass,,60,84,71.0,81.0,t
2183757,6,985,282,2H,2348.140338,Pass,Simple pass,,60,67,80.0,97.0,t
2183764,59,985,304,2H,2359.620131,Duel,Ground defending duel,won,12,56,24.0,70.0,t
2183769,6,985,1673,2H,2372.550377,Duel,Ground defending duel,neutral,22,9,11.0,0.0,t
2183775,6,985,282,2H,2440.081806,Duel,Ground attacking duel,won,21,9,19.0,10.0,t
2183781,6,985,282,2H,2472.820778,Pass,Simple pass,,45,58,62.0,89.0,t
2183788,6,985,359,2H,2491.023231,Free Kick,Throw in,,73,100,52.0,67.0,t
2183794,6,985,2215,2H,2510.294862,Pass,Simple pass,,77,92,71.0,73.0,t
2183798,59,985,71,2H,2516.310287,Duel,Ground defending duel,neutral,9,50,21.0,61.0,t
2183811,59,985,575,2H,2558.047361,Duel,Air duel,won,62,82,73.0,94.0,t
2183817,6,985,442,2H,2588.318841,Pass,Simple pass,,59,79,71.0,89.0,t
2183821,6,985,1673,2H,2596.436463,Pass,Simple pass,,57,73,62.0,54.0,t
2183829,6,985,378,2H,2642.216281,Duel,Ground attacking duel,won,59,83,60.0,85.0,t
2183840,6,985,3234,2H,2737.843763,Duel,Air duel,won,36,90,3.0,97.0,t
2183847,59,985,2065,2H,2756.017914,Duel,Ground attacking duel,neutral,88,4,86.0,4.0,t
2183854,59,985,1314,2H,2776.105952,Duel,Ground attacking duel,won,89,12,92.0,16.0,t
2183861,6,985,1673,2H,2837.547802,Pass,Simple pass,,15,30,28.0,9.0,t
2183867,6,985,359,2H,2847.973666,Duel,Ground attacking duel,neutral,70,86,67.0,99.0,t
2183871,6,985,2162,2H,2862.952489,Pass,Simple pass,,64,5,80.0,5.0,t
2183881,6,985,3217,2H,2931.538313,Pass,High pass,,40,4,73.0,41.0,t
2183210,6,985,378,1H,2679.399798,Offside,,counter_attack,71,59,100.0,100.0,
