,Dom_Ext,CLB_Nb_jours,ADV_Nb_jours,Écart_Série_vic,Écart_Série_vic_5,Écart_Série_vic_3,Écart_Série_vic_1,Écart_Buts_diff,Écart_Buts_diff_5,Écart_Buts_diff_3,Écart_Buts_diff_1,Écart_Buts_pour,Écart_Buts_pour_5,Écart_Buts_pour_3,Écart_Buts_pour_1,Écart_Buts_contre,Écart_Buts_contre_5,Écart_Buts_contre_3,Écart_Buts_contre_1,Écart_Activité_att_5,Écart_Activité_att_3,Écart_Activité_att_1,Écart_Activité_def_5,Écart_Activité_def_3,Écart_Activité_def_1,Écart_Arrêts_5,Écart_Arrêts_3,Écart_Arrêts_1,Écart_Fautes_5,Écart_Fautes_3,Écart_Fautes_1,Écart_Passes_5,Écart_Passes_3,Écart_Passes_1,Écart_Tirs_5,Écart_Tirs_3,Écart_Tirs_1,[Résultat],[CLB_Buts],[ADV_Buts]
618,1.0,7.0,21.0,-3.0,-3.0,-3.0,-1.0,-21,-21,-17,-6,-13,-13,-9,-4,-8,-8,-8,-2,-28.0,-16.0,-2.0,-64.0,56.0,-48.0,4.0,-2.0,1.0,-2.0,-2.0,0.0,-24.0,-8.0,-5.0,-35.0,-20.0,-14.0,1.0,2,1
619,0.0,21.0,7.0,3.0,3.0,3.0,1.0,21,21,17,6,13,13,9,4,8,8,8,2,28.0,16.0,2.0,64.0,-56.0,48.0,-4.0,2.0,-1.0,2.0,2.0,0.0,24.0,8.0,5.0,35.0,20.0,14.0,0.0,1,2
620,1.0,6.0,7.0,3.0,2.0,1.0,0.0,9,6,3,-1,10,8,5,3,-1,-2,-2,-4,208.0,199.0,41.0,454.0,339.0,125.0,6.0,3.0,-1.0,-1.0,-5.0,0.0,10.0,2.0,2.0,11.0,6.0,2.0,1.0,2,0
621,0.0,7.0,6.0,-3.0,-2.0,-1.0,0.0,-9,-6,-3,1,-10,-8,-5,-3,1,2,2,4,-208.0,-199.0,-41.0,-454.0,-339.0,-125.0,-6.0,-3.0,1.0,1.0,5.0,0.0,-10.0,-2.0,-2.0,-11.0,-6.0,-2.0,0.0,0,2
622,1.0,8.0,7.0,1.0,0.0,0.0,0.0,11,7,6,1,16,11,7,2,-5,-4,-1,-1,-365.0,-212.0,-79.0,18.0,11.0,-55.0,2.0,4.0,4.0,6.0,7.0,0.0,14.0,17.0,-1.0,-15.0,-18.0,-18.0,1.0,2,0
623,0.0,7.0,8.0,-1.0,0.0,0.0,0.0,-11,-7,-6,-1,-16,-11,-7,-2,5,4,1,1,365.0,212.0,79.0,-18.0,-11.0,55.0,-2.0,-4.0,-4.0,-6.0,-7.0,0.0,-14.0,-17.0,1.0,15.0,18.0,18.0,0.0,0,2
624,1.0,6.0,27.0,3.0,3.0,1.0,0.0,10,10,4,0,6,6,2,1,4,4,2,-1,-332.0,-225.0,-85.0,369.0,147.0,3.0,6.0,1.0,6.0,6.0,5.0,-1.0,16.0,14.0,9.0,6.0,-2.0,-5.0,1.0,5,0
625,0.0,27.0,6.0,-3.0,-3.0,-1.0,0.0,-10,-10,-4,0,-6,-6,-2,-1,-4,-4,-2,1,332.0,225.0,85.0,-369.0,-147.0,-3.0,-6.0,-1.0,-6.0,-6.0,-5.0,1.0,-16.0,-14.0,-9.0,-6.0,2.0,5.0,0.0,0,5
626,1.0,6.0,7.0,0.0,2.0,2.0,1.0,6,10,6,4,10,14,10,6,-4,-4,-4,-2,605.0,327.0,85.0,-247.0,-261.0,-42.0,9.0,4.0,0.0,-1.0,1.0,-1.0,-23.0,-11.0,-3.0,15.0,-2.0,0.0,1.0,4,0
627,0.0,7.0,6.0,0.0,-2.0,-2.0,-1.0,-6,-10,-6,-4,-10,-14,-10,-6,4,4,4,2,-605.0,-327.0,-85.0,247.0,261.0,42.0,-9.0,-4.0,0.0,1.0,-1.0,1.0,23.0,11.0,3.0,-15.0,2.0,0.0,0.0,0,4
628,1.0,7.0,7.0,-3.0,-4.0,-3.0,-1.0,-22,-23,-19,-6,-11,-12,-10,-3,-11,-11,-9,-3,-253.0,-234.0,-62.0,-506.0,-232.0,-153.0,2.0,-2.0,-1.0,-3.0,2.0,1.0,-35.0,-27.0,-7.0,-29.0,-34.0,-17.0,0.0,0,1
629,0.0,7.0,7.0,3.0,4.0,3.0,1.0,22,23,19,6,11,12,10,3,11,11,9,3,253.0,234.0,62.0,506.0,232.0,153.0,-2.0,2.0,1.0,3.0,-2.0,-1.0,35.0,27.0,7.0,29.0,34.0,17.0,1.0,1,0
632,1.0,21.0,7.0,1.0,2.0,1.0,0.0,2,3,2,-1,-4,-1,0,-1,6,4,2,0,-4.0,41.0,8.0,238.0,219.0,141.0,-5.0,-4.0,0.0,0.0,-1.0,0.0,-13.0,1.0,7.0,-26.0,-12.0,-1.0,1.0,2,1
633,0.0,7.0,21.0,-1.0,-2.0,-1.0,0.0,-2,-3,-2,1,4,1,0,1,-6,-4,-2,0,4.0,-41.0,-8.0,-238.0,-219.0,-141.0,5.0,4.0,0.0,0.0,1.0,0.0,13.0,-1.0,-7.0,26.0,12.0,1.0,0.0,1,2
634,1.0,7.0,29.0,0.0,0.0,0.0,0.0,3,4,3,2,3,2,0,0,0,2,3,2,-997.0,-606.0,-150.0,-69.0,64.0,-15.0,6.0,5.0,4.0,11.0,4.0,-3.0,-25.0,-9.0,6.0,-10.0,1.0,-8.0,1.0,1,0
635,0.0,29.0,7.0,0.0,0.0,0.0,0.0,-3,-4,-3,-2,-3,-2,0,0,0,-2,-3,-2,997.0,606.0,150.0,69.0,-64.0,15.0,-6.0,-5.0,-4.0,-11.0,-4.0,3.0,25.0,9.0,-6.0,10.0,-1.0,8.0,0.0,0,1
636,1.0,7.0,7.0,0.0,0.0,0.0,0.0,-5,-2,-1,-1,-1,-2,-1,0,-4,0,0,-1,27.0,-77.0,35.0,-95.0,124.0,8.0,8.0,-1.0,-3.0,3.0,5.0,1.0,-3.0,-9.0,-2.0,-17.0,-10.0,-8.0,0.0,1,2
637,0.0,7.0,7.0,0.0,0.0,0.0,0.0,5,2,1,1,1,2,1,0,4,0,0,1,-27.0,77.0,-35.0,95.0,-124.0,-8.0,-8.0,1.0,3.0,-3.0,-5.0,-1.0,3.0,9.0,2.0,17.0,10.0,8.0,1.0,2,1
640,1.0,7.0,21.0,-2.0,-2.0,-2.0,0.0,-9,-2,-3,3,-6,-6,-6,-2,-3,4,3,5,-682.0,-426.0,-107.0,364.0,312.0,126.0,9.0,5.0,2.0,0.0,1.0,0.0,-29.0,-12.0,7.0,-25.0,-14.0,0.0,1.0,1,0
641,0.0,21.0,7.0,2.0,2.0,2.0,0.0,9,2,3,-3,6,6,6,2,3,-4,-3,-5,682.0,426.0,107.0,-364.0,-312.0,-126.0,-9.0,-5.0,-2.0,0.0,-1.0,0.0,29.0,12.0,-7.0,25.0,14.0,0.0,0.0,0,1
642,1.0,20.0,6.0,7.0,5.0,3.0,1.0,35,29,20,5,22,18,12,3,13,11,8,2,464.0,149.0,23.0,507.0,189.0,-12.0,-13.0,-9.0,-6.0,-1.0,-1.0,1.0,31.0,20.0,5.0,22.0,19.0,10.0,1.0,2,0
643,0.0,6.0,20.0,-7.0,-5.0,-3.0,-1.0,-35,-29,-20,-5,-22,-18,-12,-3,-13,-11,-8,-2,-464.0,-149.0,-23.0,-507.0,-189.0,12.0,13.0,9.0,6.0,1.0,1.0,-1.0,-31.0,-20.0,-5.0,-22.0,-19.0,-10.0,0.0,0,2
644,1.0,7.0,6.0,2.0,3.0,2.0,1.0,12,13,8,4,4,8,3,0,8,5,5,4,-54.0,-108.0,-58.0,-92.0,-97.0,13.0,-9.0,-2.0,3.0,-3.0,0.0,-1.0,-6.0,-4.0,-1.0,-8.0,-13.0,-18.0,1.0,4,0
645,0.0,6.0,7.0,-2.0,-3.0,-2.0,-1.0,-12,-13,-8,-4,-4,-8,-3,0,-8,-5,-5,-4,54.0,108.0,58.0,92.0,97.0,-13.0,9.0,2.0,-3.0,3.0,0.0,1.0,6.0,4.0,1.0,8.0,13.0,18.0,0.0,0,4
646,1.0,21.0,6.0,2.0,2.0,1.0,0.0,12,12,5,0,5,5,3,1,7,7,2,-1,-221.0,-114.0,-125.0,268.0,193.0,32.0,-11.0,-3.0,3.0,-6.0,-4.0,-3.0,7.0,5.0,-2.0,-15.0,-4.0,0.0,1.0,3,2
647,0.0,6.0,21.0,-2.0,-2.0,-1.0,0.0,-12,-12,-5,0,-5,-5,-3,-1,-7,-7,-2,1,221.0,114.0,125.0,-268.0,-193.0,-32.0,11.0,3.0,-3.0,6.0,4.0,3.0,-7.0,-5.0,2.0,15.0,4.0,0.0,0.0,2,3
648,1.0,21.0,8.0,-2.0,-2.0,-1.0,0.0,-10,-11,-7,0,-9,-6,-3,-1,-1,-5,-4,1,5.0,26.0,68.0,-550.0,-364.0,-52.0,2.0,3.0,1.0,0.0,-1.0,0.0,-38.0,-11.0,-8.0,-2.0,3.0,19.0,0.0,2,5
649,0.0,8.0,21.0,2.0,2.0,1.0,0.0,10,11,7,0,9,6,3,1,1,5,4,-1,-5.0,-26.0,-68.0,550.0,364.0,52.0,-2.0,-3.0,-1.0,0.0,1.0,0.0,38.0,11.0,8.0,2.0,-3.0,-19.0,1.0,5,2
650,1.0,6.0,7.0,-3.0,-3.0,-1.0,-1.0,-18,-19,-3,-2,-9,-9,-2,-2,-9,-10,-1,0,26.0,90.0,22.0,-379.0,-217.0,-155.0,11.0,2.0,2.0,-6.0,-3.0,-2.0,-21.0,-14.0,-11.0,2.0,-1.0,-10.0,0.0,0,3
651,0.0,7.0,6.0,3.0,3.0,1.0,1.0,18,19,3,2,9,9,2,2,9,10,1,0,-26.0,-90.0,-22.0,379.0,217.0,155.0,-11.0,-2.0,-2.0,6.0,3.0,2.0,21.0,14.0,11.0,-2.0,1.0,10.0,1.0,3,0
652,1.0,7.0,28.0,2.0,1.0,1.0,0.0,6,2,2,-1,6,3,2,-1,0,-1,0,0,55.0,106.0,88.0,171.0,54.0,-1.0,1.0,6.0,0.0,4.0,-1.0,1.0,-13.0,-3.0,-5.0,-22.0,-10.0,-15.0,0.0,1,2
653,0.0,28.0,7.0,-2.0,-1.0,-1.0,0.0,-6,-2,-2,1,-6,-3,-2,1,0,1,0,0,-55.0,-106.0,-88.0,-171.0,-54.0,1.0,-1.0,-6.0,0.0,-4.0,1.0,-1.0,13.0,3.0,5.0,22.0,10.0,15.0,1.0,2,1
656,1.0,7.0,21.0,0.0,-1.0,-1.0,0.0,4,0,1,4,2,-1,1,0,2,1,0,4,-59.0,-25.0,-39.0,-278.0,-141.0,51.0,4.0,1.0,-6.0,1.0,-3.0,0.0,9.0,4.0,0.0,0.0,-3.0,0.0,0.0,0,1
657,0.0,21.0,7.0,0.0,1.0,1.0,0.0,-4,0,-1,-4,-2,1,-1,0,-2,-1,0,-4,59.0,25.0,39.0,278.0,141.0,-51.0,-4.0,-1.0,6.0,-1.0,3.0,0.0,-9.0,-4.0,0.0,0.0,3.0,0.0,1.0,1,0
658,1.0,7.0,7.0,-2.0,-1.0,-1.0,-1.0,0,1,0,-3,3,4,4,-1,-3,-3,-4,-2,-53.0,36.0,-28.0,484.0,274.0,75.0,-5.0,-1.0,3.0,4.0,2.0,0.0,-3.0,-4.0,2.0,23.0,12.0,-7.0,1.0,1,0
659,0.0,7.0,7.0,2.0,1.0,1.0,1.0,0,-1,0,3,-3,-4,-4,1,3,3,4,2,53.0,-36.0,28.0,-484.0,-274.0,-75.0,5.0,1.0,-3.0,-4.0,-2.0,0.0,3.0,4.0,-2.0,-23.0,-12.0,7.0,0.0,0,1
662,1.0,21.0,9.0,-1.0,-2.0,0.0,0.0,-5,-6,1,0,-5,-7,-2,-1,0,1,3,1,-168.0,-58.0,0.0,136.0,69.0,-132.0,3.0,-3.0,-2.0,-1.0,-2.0,2.0,12.0,2.0,0.0,-13.0,-12.0,-11.0,0.0,0,5
663,0.0,9.0,21.0,1.0,2.0,0.0,0.0,5,6,-1,0,5,7,2,1,0,-1,-3,-1,168.0,58.0,0.0,-136.0,-69.0,132.0,-3.0,3.0,2.0,1.0,2.0,-2.0,-12.0,-2.0,0.0,13.0,12.0,11.0,1.0,5,0
666,1.0,7.0,8.0,-4.0,-3.0,-1.0,0.0,-16,-10,-3,0,-6,-3,0,0,-10,-7,-3,0,-321.0,-152.0,-11.0,-156.0,-148.0,-62.0,14.0,6.0,1.0,0.0,-2.0,-3.0,-26.0,-17.0,-11.0,-30.0,-28.0,-12.0,0.0,2,6
667,0.0,8.0,7.0,4.0,3.0,1.0,0.0,16,10,3,0,6,3,0,0,10,7,3,0,321.0,152.0,11.0,156.0,148.0,62.0,-14.0,-6.0,-1.0,0.0,2.0,3.0,26.0,17.0,11.0,30.0,28.0,12.0,1.0,6,2
668,1.0,7.0,8.0,1.0,1.0,1.0,0.0,3,3,4,1,0,0,0,1,3,3,4,0,-139.0,-6.0,-4.0,-117.0,-187.0,4.0,-11.0,-4.0,-1.0,-5.0,-3.0,1.0,-10.0,-11.0,-2.0,-10.0,-15.0,-10.0,1.0,1,0
669,0.0,8.0,7.0,-1.0,-1.0,-1.0,0.0,-3,-3,-4,-1,0,0,0,-1,-3,-3,-4,0,139.0,6.0,4.0,117.0,187.0,-4.0,11.0,4.0,1.0,5.0,3.0,-1.0,10.0,11.0,2.0,10.0,15.0,10.0,0.0,0,1
670,1.0,8.0,21.0,3.0,3.0,3.0,1.0,22,19,16,4,9,7,5,2,13,12,11,2,127.0,102.0,75.0,247.0,182.0,89.0,2.0,-1.0,-1.0,0.0,2.0,1.0,49.0,30.0,15.0,33.0,14.0,0.0,1.0,3,0
671,0.0,21.0,8.0,-3.0,-3.0,-3.0,-1.0,-22,-19,-16,-4,-9,-7,-5,-2,-13,-12,-11,-2,-127.0,-102.0,-75.0,-247.0,-182.0,-89.0,-2.0,1.0,1.0,0.0,-2.0,-1.0,-49.0,-30.0,-15.0,-33.0,-14.0,0.0,0.0,0,3
672,1.0,8.0,7.0,4.0,3.0,3.0,1.0,19,12,15,2,15,11,9,0,4,1,6,2,-285.0,-127.0,-89.0,262.0,92.0,-43.0,-1.0,-3.0,-3.0,1.0,2.0,1.0,16.0,16.0,-3.0,-12.0,0.0,-11.0,1.0,3,0
673,0.0,7.0,8.0,-4.0,-3.0,-3.0,-1.0,-19,-12,-15,-2,-15,-11,-9,0,-4,-1,-6,-2,285.0,127.0,89.0,-262.0,-92.0,43.0,1.0,3.0,3.0,-1.0,-2.0,-1.0,-16.0,-16.0,3.0,12.0,0.0,11.0,0.0,0,3
674,1.0,23.0,8.0,1.0,1.0,2.0,1.0,-1,2,4,2,5,5,3,1,-6,-3,1,1,308.0,113.0,38.0,-177.0,-28.0,-52.0,-4.0,-6.0,0.0,14.0,10.0,4.0,12.0,9.0,15.0,-24.0,-16.0,-8.0,0.0,1,2
675,0.0,8.0,23.0,-1.0,-1.0,-2.0,-1.0,1,-2,-4,-2,-5,-5,-3,-1,6,3,-1,-1,-308.0,-113.0,-38.0,177.0,28.0,52.0,4.0,6.0,0.0,-14.0,-10.0,-4.0,-12.0,-9.0,-15.0,24.0,16.0,8.0,1.0,2,1
676,1.0,9.0,3.0,2.0,1.0,1.0,0.0,5,1,0,-4,2,-2,-2,-2,3,3,2,-2,-370.0,-248.0,-100.0,-21.0,-241.0,-229.0,-7.0,-2.0,5.0,-2.0,-1.0,0.0,21.0,4.0,4.0,6.0,5.0,5.0,1.0,3,2
677,0.0,3.0,9.0,-2.0,-1.0,-1.0,0.0,-5,-1,0,4,-2,2,2,2,-3,-3,-2,2,370.0,248.0,100.0,21.0,241.0,229.0,7.0,2.0,-5.0,2.0,1.0,0.0,-21.0,-4.0,-4.0,-6.0,-5.0,-5.0,0.0,2,3
678,1.0,3.0,3.0,2.0,2.0,1.0,1.0,14,13,6,2,6,7,4,-1,8,6,2,3,241.0,134.0,-9.0,1001.0,660.0,201.0,-7.0,2.0,-5.0,-3.0,-5.0,-1.0,26.0,18.0,17.0,7.0,12.0,14.0,1.0,3,0
679,0.0,3.0,3.0,-2.0,-2.0,-1.0,-1.0,-14,-13,-6,-2,-6,-7,-4,1,-8,-6,-2,-3,-241.0,-134.0,9.0,-1001.0,-660.0,-201.0,7.0,-2.0,5.0,3.0,5.0,1.0,-26.0,-18.0,-17.0,-7.0,-12.0,-14.0,0.0,0,3
680,1.0,3.0,10.0,0.0,1.0,3.0,1.0,2,2,9,2,-2,2,5,1,4,0,4,1,-416.0,-278.0,-152.0,-427.0,-180.0,-12.0,-1.0,-3.0,-2.0,-2.0,-1.0,-1.0,5.0,8.0,4.0,-11.0,15.0,18.0,0.0,1,4
681,0.0,10.0,3.0,0.0,-1.0,-3.0,-1.0,-2,-2,-9,-2,2,-2,-5,-1,-4,0,-4,-1,416.0,278.0,152.0,427.0,180.0,12.0,1.0,3.0,2.0,2.0,1.0,1.0,-5.0,-8.0,-4.0,11.0,-15.0,-18.0,1.0,4,1
682,1.0,3.0,3.0,1.0,0.0,1.0,1.0,4,3,7,4,7,1,3,3,-3,2,4,1,-651.0,-286.0,-60.0,417.0,307.0,87.0,-13.0,-9.0,-3.0,0.0,4.0,1.0,13.0,16.0,0.0,3.0,5.0,-5.0,1.0,3,0
683,0.0,3.0,3.0,-1.0,0.0,-1.0,-1.0,-4,-3,-7,-4,-7,-1,-3,-3,3,-2,-4,-1,651.0,286.0,60.0,-417.0,-307.0,-87.0,13.0,9.0,3.0,0.0,-4.0,-1.0,-13.0,-16.0,0.0,-3.0,-5.0,5.0,0.0,0,3
684,1.0,3.0,3.0,-3.0,-1.0,-1.0,-1.0,-15,-8,-8,-4,-18,-10,-8,-3,3,2,0,-1,700.0,443.0,106.0,251.0,122.0,39.0,-6.0,-3.0,-2.0,-5.0,-3.0,-1.0,-22.0,-23.0,-5.0,-22.0,-20.0,-9.0,0.0,1,2
685,0.0,3.0,3.0,3.0,1.0,1.0,1.0,15,8,8,4,18,10,8,3,-3,-2,0,1,-700.0,-443.0,-106.0,-251.0,-122.0,-39.0,6.0,3.0,2.0,5.0,3.0,1.0,22.0,23.0,5.0,22.0,20.0,9.0,1.0,2,1
686,1.0,3.0,4.0,5.0,3.0,1.0,1.0,23,18,9,6,12,7,0,1,11,11,9,5,-224.0,-254.0,-58.0,342.0,176.0,41.0,2.0,-2.0,0.0,-1.0,-1.0,1.0,44.0,18.0,4.0,0.0,-7.0,0.0,1.0,1,0
687,0.0,4.0,3.0,-5.0,-3.0,-1.0,-1.0,-23,-18,-9,-6,-12,-7,0,-1,-11,-11,-9,-5,224.0,254.0,58.0,-342.0,-176.0,-41.0,-2.0,2.0,0.0,1.0,1.0,-1.0,-44.0,-18.0,-4.0,0.0,7.0,0.0,0.0,0,1
688,1.0,10.0,11.0,-7.0,-4.0,-2.0,0.0,-26,-17,-6,0,-19,-12,-4,2,-7,-5,-2,-2,-647.0,-395.0,-153.0,-643.0,-409.0,-160.0,17.0,11.0,3.0,-1.0,-2.0,0.0,-30.0,-20.0,-2.0,-22.0,-5.0,0.0,0.0,2,3
689,0.0,11.0,10.0,7.0,4.0,2.0,0.0,26,17,6,0,19,12,4,-2,7,5,2,2,647.0,395.0,153.0,643.0,409.0,160.0,-17.0,-11.0,-3.0,1.0,2.0,0.0,30.0,20.0,2.0,22.0,5.0,0.0,1.0,3,2
690,1.0,3.0,3.0,0.0,1.0,0.0,1.0,-4,-2,-4,5,-10,-6,-5,-1,6,4,1,6,76.0,96.0,131.0,162.0,48.0,-107.0,1.0,6.0,2.0,0.0,2.0,1.0,-2.0,-5.0,-7.0,-20.0,-14.0,-10.0,0.0,0,1
691,0.0,3.0,3.0,0.0,-1.0,0.0,-1.0,4,2,4,-5,10,6,5,1,-6,-4,-1,-6,-76.0,-96.0,-131.0,-162.0,-48.0,107.0,-1.0,-6.0,-2.0,0.0,-2.0,-1.0,2.0,5.0,7.0,20.0,14.0,10.0,1.0,1,0
692,1.0,3.0,3.0,2.0,0.0,0.0,0.0,9,1,-2,0,4,1,1,0,5,0,-3,0,-154.0,-107.0,-20.0,-317.0,-176.0,-39.0,2.0,0.0,-4.0,2.0,-1.0,-3.0,30.0,25.0,12.0,3.0,-5.0,-7.0,1.0,2,1
693,0.0,3.0,3.0,-2.0,0.0,0.0,0.0,-9,-1,2,0,-4,-1,-1,0,-5,0,3,0,154.0,107.0,20.0,317.0,176.0,39.0,-2.0,0.0,4.0,-2.0,1.0,3.0,-30.0,-25.0,-12.0,-3.0,5.0,7.0,0.0,1,2
694,1.0,3.0,3.0,6.0,4.0,2.0,1.0,26,17,10,5,19,12,8,6,7,5,2,-1,338.0,139.0,27.0,69.0,34.0,-59.0,-8.0,-3.0,1.0,3.0,3.0,3.0,1.0,6.0,-3.0,15.0,15.0,-11.0,1.0,4,1
695,0.0,3.0,3.0,-6.0,-4.0,-2.0,-1.0,-26,-17,-10,-5,-19,-12,-8,-6,-7,-5,-2,1,-338.0,-139.0,-27.0,-69.0,-34.0,59.0,8.0,3.0,-1.0,-3.0,-3.0,-3.0,-1.0,-6.0,3.0,-15.0,-15.0,11.0,0.0,1,4
696,1.0,13.0,5.0,5.0,3.0,3.0,1.0,26,14,12,2,18,10,7,1,8,4,5,1,96.0,44.0,37.0,96.0,61.0,81.0,0.0,3.0,2.0,-5.0,-2.0,-1.0,32.0,8.0,-10.0,-1.0,-4.0,-11.0,1.0,3,0
697,0.0,5.0,13.0,-5.0,-3.0,-3.0,-1.0,-26,-14,-12,-2,-18,-10,-7,-1,-8,-4,-5,-1,-96.0,-44.0,-37.0,-96.0,-61.0,-81.0,0.0,-3.0,-2.0,5.0,2.0,1.0,-32.0,-8.0,10.0,1.0,4.0,11.0,0.0,0,3
698,1.0,7.0,7.0,-5.0,-4.0,-2.0,-1.0,-26,-18,-10,-6,-19,-18,-11,-4,-7,0,1,-2,-655.0,-383.0,-140.0,-159.0,-112.0,-77.0,-4.0,-4.0,-2.0,-4.0,-7.0,-3.0,-30.0,-5.0,-6.0,-23.0,-17.0,-16.0,0.0,1,2
699,0.0,7.0,7.0,5.0,4.0,2.0,1.0,26,18,10,6,19,18,11,4,7,0,-1,2,655.0,383.0,140.0,159.0,112.0,77.0,4.0,4.0,2.0,4.0,7.0,3.0,30.0,5.0,6.0,23.0,17.0,16.0,1.0,2,1
700,1.0,7.0,6.0,0.0,0.0,-1.0,-1.0,4,2,-4,-4,3,1,-3,-3,1,1,-1,-1,179.0,121.0,46.0,-416.0,-267.0,84.0,1.0,-3.0,-5.0,3.0,3.0,1.0,-10.0,-6.0,3.0,-19.0,-15.0,-12.0,1.0,1,0
701,0.0,6.0,7.0,0.0,0.0,1.0,1.0,-4,-2,4,4,-3,-1,3,3,-1,-1,1,1,-179.0,-121.0,-46.0,416.0,267.0,-84.0,-1.0,3.0,5.0,-3.0,-3.0,-1.0,10.0,6.0,-3.0,19.0,15.0,12.0,0.0,0,1
702,1.0,7.0,14.0,-2.0,-1.0,-1.0,1.0,-15,-11,-6,2,-15,-11,-6,0,0,0,0,2,285.0,217.0,66.0,-404.0,-421.0,-90.0,2.0,2.0,1.0,3.0,1.0,-1.0,-26.0,-11.0,-4.0,-15.0,-19.0,-14.0,1.0,4,2
703,0.0,14.0,7.0,2.0,1.0,1.0,-1.0,15,11,6,-2,15,11,6,0,0,0,0,-2,-285.0,-217.0,-66.0,404.0,421.0,90.0,-2.0,-2.0,-1.0,-3.0,-1.0,1.0,26.0,11.0,4.0,15.0,19.0,14.0,0.0,2,4
704,1.0,27.0,7.0,0.0,1.0,0.0,0.0,9,9,3,3,1,2,2,1,8,7,1,2,-323.0,-197.0,-25.0,-402.0,-313.0,-75.0,6.0,5.0,4.0,3.0,-1.0,-1.0,-4.0,0.0,0.0,-13.0,-21.0,-14.0,0.0,1,3
705,0.0,7.0,27.0,0.0,-1.0,0.0,0.0,-9,-9,-3,-3,-1,-2,-2,-1,-8,-7,-1,-2,323.0,197.0,25.0,402.0,313.0,75.0,-6.0,-5.0,-4.0,-3.0,1.0,1.0,4.0,0.0,0.0,13.0,21.0,14.0,1.0,3,1
706,1.0,14.0,7.0,0.0,2.0,1.0,0.0,7,8,3,-1,-2,2,0,0,9,6,3,-1,193.0,98.0,-2.0,-306.0,-188.0,-45.0,4.0,3.0,2.0,1.0,4.0,1.0,5.0,5.0,-2.0,5.0,2.0,-3.0,1.0,2,1
707,0.0,7.0,14.0,0.0,-2.0,-1.0,0.0,-7,-8,-3,1,2,-2,0,0,-9,-6,-3,1,-193.0,-98.0,2.0,306.0,188.0,45.0,-4.0,-3.0,-2.0,-1.0,-4.0,-1.0,-5.0,-5.0,2.0,-5.0,-2.0,3.0,0.0,1,2
708,1.0,7.0,15.0,3.0,3.0,2.0,1.0,20,19,9,5,12,12,7,4,8,7,2,1,15.0,86.0,-47.0,96.0,-66.0,-57.0,-14.0,-10.0,-4.0,0.0,-4.0,-2.0,-17.0,-9.0,-8.0,5.0,-14.0,0.0,1.0,2,1
709,0.0,15.0,7.0,-3.0,-3.0,-2.0,-1.0,-20,-19,-9,-5,-12,-12,-7,-4,-8,-7,-2,-1,-15.0,-86.0,47.0,-96.0,66.0,57.0,14.0,10.0,4.0,0.0,4.0,2.0,17.0,9.0,8.0,-5.0,14.0,0.0,0.0,1,2
710,1.0,7.0,7.0,-5.0,-3.0,-3.0,-1.0,-29,-23,-14,-4,-26,-19,-10,-3,-3,-4,-4,-1,-110.0,-1.0,72.0,-680.0,-221.0,-111.0,12.0,10.0,5.0,-1.0,-1.0,-2.0,-69.0,-41.0,-15.0,-35.0,-27.0,-13.0,0.0,2,3
711,0.0,7.0,7.0,5.0,3.0,3.0,1.0,29,23,14,4,26,19,10,3,3,4,4,1,110.0,1.0,-72.0,680.0,221.0,111.0,-12.0,-10.0,-5.0,1.0,1.0,2.0,69.0,41.0,15.0,35.0,27.0,13.0,1.0,3,2
712,1.0,6.0,7.0,0.0,1.0,0.0,-1.0,1,4,-2,-4,3,6,2,-1,-2,-2,-4,-3,473.0,246.0,115.0,184.0,81.0,165.0,1.0,6.0,0.0,4.0,-2.0,-3.0,42.0,19.0,7.0,22.0,-10.0,-5.0,1.0,3,0
713,0.0,7.0,6.0,0.0,-1.0,0.0,1.0,-1,-4,2,4,-3,-6,-2,1,2,2,4,3,-473.0,-246.0,-115.0,-184.0,-81.0,-165.0,-1.0,-6.0,0.0,-4.0,2.0,3.0,-42.0,-19.0,-7.0,-22.0,10.0,5.0,0.0,0,3
714,1.0,6.0,14.0,3.0,2.0,1.0,0.0,8,8,4,1,12,8,5,3,-4,0,-1,-2,49.0,26.0,51.0,563.0,346.0,150.0,-11.0,-5.0,-1.0,-6.0,-4.0,-2.0,24.0,12.0,4.0,22.0,5.0,-6.0,1.0,2,1
715,0.0,14.0,6.0,-3.0,-2.0,-1.0,0.0,-8,-8,-4,-1,-12,-8,-5,-3,4,0,1,2,-49.0,-26.0,-51.0,-563.0,-346.0,-150.0,11.0,5.0,1.0,6.0,4.0,2.0,-24.0,-12.0,-4.0,-22.0,-5.0,6.0,0.0,1,2
716,1.0,7.0,7.0,-3.0,0.0,-1.0,-1.0,-13,-5,-8,-3,-15,-3,-3,-2,2,-2,-5,-1,607.0,403.0,128.0,-197.0,-54.0,7.0,3.0,0.0,2.0,-7.0,-7.0,-2.0,6.0,-5.0,0.0,9.0,8.0,-11.0,0.0,0,2
717,0.0,7.0,7.0,3.0,0.0,1.0,1.0,13,5,8,3,15,3,3,2,-2,2,5,1,-607.0,-403.0,-128.0,197.0,54.0,-7.0,-3.0,0.0,-2.0,7.0,7.0,2.0,-6.0,5.0,0.0,-9.0,-8.0,11.0,1.0,2,0
